Country,date_data,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious_Critical,Cases_per_1M,Deaths_per_1M,TotalTests,Tests_per_1M,date_download,Continent,Population,ISO3
Channel Islands,2020-05-15,549,NA,43,NA,457,49,NA,3161,248,5342,30761,2020_05_16_11_00_04_GMT,Europe,173659,Channel Islands
Malta,2020-05-15,532,10,6,NA,448,78,1,1205,14,47504,107622,2020_05_16_11_00_04_GMT,Europe,441397,MLT
Tanzania,2020-05-15,509,NA,21,NA,183,305,7,9,0.4,NA,NA,2020_05_16_11_00_04_GMT,Africa,59498998,TZA
Jamaica,2020-05-15,509,NA,9,NA,118,382,NA,172,3,7780,2629,2020_05_16_11_00_04_GMT,North America,2959554,JAM
Venezuela,2020-05-15,459,4,10,NA,229,220,1,16,0.4,540236,18992,2020_05_16_11_00_04_GMT,South America,28445691,VEN
Sierra Leone,2020-05-15,447,39,27,1,97,323,NA,56,3,NA,NA,2020_05_16_11_00_04_GMT,Africa,7955312,SLE
Réunion,2020-05-15,441,1,NA,NA,354,87,4,493,NA,17200,19229,2020_05_16_11_00_04_GMT,Africa,894505,REU
Taiwan,2020-05-15,440,NA,7,NA,387,46,NA,18,0.3,68659,2883,2020_05_16_11_00_04_GMT,Asia,23811452,TWN
Chad,2020-05-15,428,29,48,2,88,292,NA,26,3,NA,NA,2020_05_16_11_00_04_GMT,Africa,16360644,TCD
Congo,2020-05-15,391,NA,15,NA,87,289,NA,71,3,NA,NA,2020_05_16_11_00_04_GMT,Africa,5499613,COG
Palestine,2020-05-15,375,NA,2,NA,315,58,NA,74,0.4,44876,8825,2020_05_16_11_00_04_GMT,Asia,5085377,PSE
Benin,2020-05-15,339,NA,2,NA,83,254,NA,28,0.2,25471,2109,2020_05_16_11_00_04_GMT,Africa,12079722,BEN
Isle of Man,2020-05-15,334,2,24,1,285,25,10,3930,282,4032,47448,2020_05_16_11_00_04_GMT,Europe,84977,IMN
Mauritius,2020-05-15,332,NA,10,NA,322,0,NA,261,8,69773,54874,2020_05_16_11_00_04_GMT,Africa,1271508,MUS
Cabo Verde,2020-05-15,326,11,2,NA,67,257,NA,587,4,791,1425,2020_05_16_11_00_04_GMT,Africa,555212,CPV
Montenegro,2020-05-15,324,NA,9,NA,311,4,2,516,14,10167,16188,2020_05_16_11_00_04_GMT,Europe,628056,MNE
Vietnam,2020-05-15,314,2,NA,NA,260,54,2,3,NA,275000,2828,2020_05_16_11_00_04_GMT,Asia,97227060,VNM
CAR,2020-05-15,301,158,NA,NA,13,288,NA,62,NA,3498,726,2020_05_16_11_00_04_GMT,Africa,4818688,CAF
Ethiopia,2020-05-15,287,15,5,NA,112,170,NA,3,0.04,48985,428,2020_05_16_11_00_04_GMT,Africa,114576005,ETH
Rwanda,2020-05-15,287,NA,NA,NA,177,110,NA,22,NA,46198,3579,2020_05_16_11_00_04_GMT,Africa,12908515,RWA
Haiti,2020-05-15,273,39,20,2,18,235,NA,24,2,1502,132,2020_05_16_11_00_04_GMT,North America,11384587,HTI
Nepal,2020-05-15,267,18,NA,NA,36,231,NA,9,NA,87008,2993,2020_05_16_11_00_04_GMT,Asia,29067490,NPL
Togo,2020-05-15,263,25,11,NA,96,156,NA,32,1,12040,1459,2020_05_16_11_00_04_GMT,Africa,8252463,TGO
Madagascar,2020-05-15,238,8,NA,NA,112,126,1,9,NA,5670,205,2020_05_16_11_00_04_GMT,Africa,27593744,MDG
South Sudan,2020-05-15,236,33,4,4,4,228,NA,21,0.4,3356,300,2020_05_16_11_00_04_GMT,Africa,11176820,SSD
Sao Tome and Principe,2020-05-15,235,NA,7,NA,4,224,NA,1075,32,175,800,2020_05_16_11_00_04_GMT,Africa,218619,STP
Liberia,2020-05-15,219,4,20,NA,108,91,NA,43,4,NA,NA,2020_05_16_11_00_04_GMT,Africa,5041588,LBR
Uganda,2020-05-15,203,43,NA,NA,63,140,NA,4,NA,70117,1540,2020_05_16_11_00_04_GMT,Africa,45538682,UGA
Martinique,2020-05-15,192,3,14,NA,91,87,NA,512,37,NA,NA,2020_05_16_11_00_04_GMT,North America,375301,MTQ
Eswatini,2020-05-15,190,3,2,NA,66,122,NA,164,2,4160,3590,2020_05_16_11_00_04_GMT,Africa,1158626,SWZ
French Guiana,2020-05-15,189,5,1,NA,124,64,NA,635,3,NA,NA,2020_05_16_11_00_04_GMT,South America,297623,GUF
Faeroe Islands,2020-05-15,187,NA,NA,NA,187,0,NA,3829,NA,8779,179750,2020_05_16_11_00_04_GMT,Europe,48840,FRO
Myanmar,2020-05-15,181,NA,6,NA,89,86,NA,3,0.1,12995,239,2020_05_16_11_00_04_GMT,Asia,54363807,MMR
Guadeloupe,2020-05-15,155,NA,13,NA,109,33,3,387,32,2866,7163,2020_05_16_11_00_04_GMT,North America,400116,GLP
Gibraltar,2020-05-15,147,NA,NA,NA,144,3,NA,4363,NA,4941,146652,2020_05_16_11_00_04_GMT,Europe,33692,GIB
Brunei,2020-05-15,141,NA,1,NA,135,5,2,323,2,16705,38231,2020_05_16_11_00_04_GMT,Asia,436944,BRN
Bermuda,2020-05-15,122,NA,9,NA,66,47,2,1958,144,4691,75290,2020_05_16_11_00_04_GMT,North America,62306,BMU
Cambodia,2020-05-15,122,NA,NA,NA,121,1,1,7,NA,14615,876,2020_05_16_11_00_04_GMT,Asia,16688891,KHM
Mozambique,2020-05-15,119,4,NA,NA,42,77,NA,4,NA,5361,172,2020_05_16_11_00_04_GMT,Africa,31134613,MOZ
Guyana,2020-05-15,116,3,10,NA,43,63,3,148,13,1065,1355,2020_05_16_11_00_04_GMT,South America,786077,GUY
Trinidad and Tobago,2020-05-15,116,NA,8,NA,107,1,NA,83,6,2597,1856,2020_05_16_11_00_04_GMT,North America,1398925,TTO
Yemen,2020-05-15,106,21,15,3,1,90,NA,4,0.5,120,4,2020_05_16_11_00_04_GMT,Asia,29737584,YEM
Aruba,2020-05-15,101,NA,3,NA,93,5,4,946,28,1937,18152,2020_05_16_11_00_04_GMT,North America,106709,ABW
Mongolia,2020-05-15,98,37,NA,NA,20,78,2,30,NA,10162,3106,2020_05_16_11_00_04_GMT,Asia,3271362,MNG
Bahamas,2020-05-15,96,NA,11,NA,41,44,1,244,28,1700,4328,2020_05_16_11_00_04_GMT,North America,392764,BHS
Monaco,2020-05-15,96,NA,4,NA,87,5,1,2449,102,NA,NA,2020_05_16_11_00_04_GMT,Europe,39207,MCO
Cayman Islands,2020-05-15,94,1,1,NA,55,38,3,1432,15,5900,89908,2020_05_16_11_00_04_GMT,North America,65623,CYM
Barbados,2020-05-15,85,NA,7,NA,65,13,4,296,24,3651,12707,2020_05_16_11_00_04_GMT,North America,287332,BRB
Liechtenstein,2020-05-15,82,NA,1,NA,55,26,NA,2151,26,900,23613,2020_05_16_11_00_04_GMT,Europe,38114,LIE
Sint Maarten,2020-05-15,76,NA,15,NA,46,15,7,1775,350,329,7685,2020_05_16_11_00_04_GMT,North America,42813,SXM
Libya,2020-05-15,64,NA,3,NA,28,33,NA,9,0.4,3253,474,2020_05_16_11_00_04_GMT,Africa,6859160,LBY
Malawi,2020-05-15,63,NA,3,NA,24,36,1,3,0.2,1363,72,2020_05_16_11_00_04_GMT,Africa,19062368,MWI
French Polynesia,2020-05-15,60,NA,NA,NA,59,1,NA,214,NA,3170,11293,2020_05_16_11_00_04_GMT,Australia/Oceania,280704,PYF
Syria,2020-05-15,50,2,3,NA,36,11,NA,3,0.2,NA,NA,2020_05_16_11_00_04_GMT,Asia,17442911,SYR
Angola,2020-05-15,48,NA,2,NA,17,29,NA,1,0.06,6136,188,2020_05_16_11_00_04_GMT,Africa,32723364,AGO
Macao,2020-05-15,45,NA,NA,NA,43,2,1,69,NA,NA,NA,2020_05_16_11_00_04_GMT,Asia,648186,MAC
Zimbabwe,2020-05-15,42,5,4,NA,13,25,NA,3,0.3,25478,1717,2020_05_16_11_00_04_GMT,Africa,14834717,ZWE
Saint Martin,2020-05-15,39,NA,3,NA,30,6,1,1011,78,NA,NA,2020_05_16_11_00_04_GMT,North America,38579,MAF
Eritrea,2020-05-15,39,NA,NA,NA,39,0,NA,11,NA,NA,NA,2020_05_16_11_00_04_GMT,Africa,3540041,ERI
Mauritania,2020-05-15,29,9,3,1,7,19,NA,6,0.6,2015,435,2020_05_16_11_00_04_GMT,Africa,4632917,MRT
Nicaragua,2020-05-15,25,NA,8,NA,7,10,NA,4,1,NA,NA,2020_05_16_11_00_04_GMT,North America,6614394,NIC
Antigua and Barbuda,2020-05-15,25,NA,3,NA,19,3,1,256,31,183,1871,2020_05_16_11_00_04_GMT,North America,97826,ATG
Botswana,2020-05-15,24,NA,1,NA,17,6,NA,10,0.4,11495,4901,2020_05_16_11_00_04_GMT,Africa,2345288,BWA
Timor-Leste,2020-05-15,24,NA,NA,NA,24,0,NA,18,NA,738,561,2020_05_16_11_00_04_GMT,Asia,1315109,TLS
Gambia,2020-05-15,23,NA,1,NA,10,12,NA,10,0.4,1341,557,2020_05_16_11_00_04_GMT,Africa,2407297,GMB
Grenada,2020-05-15,22,1,NA,NA,14,8,4,196,NA,2419,21510,2020_05_16_11_00_04_GMT,North America,112458,GRD
Bhutan,2020-05-15,21,1,NA,NA,5,16,NA,27,NA,13311,17275,2020_05_16_11_00_04_GMT,Asia,770517,BTN
Laos,2020-05-15,19,NA,NA,NA,14,5,NA,3,NA,4204,579,2020_05_16_11_00_04_GMT,Asia,7261799,LAO
Belize,2020-05-15,18,NA,2,NA,16,0,NA,45,5,1043,2629,2020_05_16_11_00_04_GMT,North America,396673,BLZ
Fiji,2020-05-15,18,NA,NA,NA,15,3,NA,20,NA,1300,1452,2020_05_16_11_00_04_GMT,Australia/Oceania,895624,FJI
New Caledonia,2020-05-15,18,NA,NA,NA,18,0,NA,63,NA,5454,19127,2020_05_16_11_00_04_GMT,Australia/Oceania,285148,NCL
Saint Lucia,2020-05-15,18,NA,NA,NA,18,0,NA,98,NA,727,3961,2020_05_16_11_00_04_GMT,North America,183522,LCA
St. Vincent Grenadines,2020-05-15,17,NA,NA,NA,14,3,NA,153,NA,155,1398,2020_05_16_11_00_04_GMT,North America,110896,VCT
Curaçao,2020-05-15,16,NA,1,NA,14,1,NA,98,6,389,2372,2020_05_16_11_00_04_GMT,North America,164009,CUW
Dominica,2020-05-15,16,NA,NA,NA,15,1,NA,222,NA,420,5836,2020_05_16_11_00_04_GMT,North America,71964,DMA
Namibia,2020-05-15,16,NA,NA,NA,13,3,NA,6,NA,2074,818,2020_05_16_11_00_04_GMT,Africa,2534815,NAM
Burundi,2020-05-15,15,NA,1,NA,7,7,NA,1,0.08,284,24,2020_05_16_11_00_04_GMT,Africa,11841556,BDI
Saint Kitts and Nevis,2020-05-15,15,NA,NA,NA,14,1,NA,282,NA,327,6152,2020_05_16_11_00_04_GMT,North America,53151,KNA
Falkland Islands,2020-05-15,13,NA,NA,NA,13,0,NA,3751,NA,402,115984,2020_05_16_11_00_04_GMT,South America,3466,FLK
Turks and Caicos,2020-05-15,12,NA,1,NA,10,1,NA,310,26,109,2820,2020_05_16_11_00_04_GMT,North America,38649,TCA
Vatican City,2020-05-15,12,NA,NA,NA,2,10,NA,14981,NA,NA,NA,2020_05_16_11_00_04_GMT,Europe,801,Vatican
Comoros,2020-05-15,11,NA,1,NA,3,7,NA,13,1,NA,NA,2020_05_16_11_00_04_GMT,Africa,867116,COM
Montserrat,2020-05-15,11,NA,1,NA,8,2,1,2204,200,36,7212,2020_05_16_11_00_04_GMT,North America,4992,MSR
Greenland,2020-05-15,11,NA,NA,NA,11,0,NA,194,NA,1629,28701,2020_05_16_11_00_04_GMT,North America,56758,GRL
Seychelles,2020-05-15,11,NA,NA,NA,10,1,NA,112,NA,NA,NA,2020_05_16_11_00_04_GMT,Africa,98270,SYC
Suriname,2020-05-15,10,NA,1,NA,9,0,NA,17,2,404,689,2020_05_16_11_00_04_GMT,South America,585963,SUR
British Virgin Islands,2020-05-15,8,1,1,NA,6,1,NA,265,33,167,5529,2020_05_16_11_00_04_GMT,North America,30206,VGB
Papua New Guinea,2020-05-15,8,NA,NA,NA,8,0,NA,0.9,NA,2402,269,2020_05_16_11_00_04_GMT,Australia/Oceania,8924516,PNG
Caribbean Netherlands,2020-05-15,6,NA,NA,NA,6,0,NA,229,NA,357,13630,2020_05_16_11_00_04_GMT,North America,26192,BES
St. Barth,2020-05-15,6,NA,NA,NA,6,0,NA,608,NA,NA,NA,2020_05_16_11_00_04_GMT,North America,9873,BLM
Western Sahara,2020-05-15,6,NA,NA,NA,6,0,NA,10,NA,NA,NA,2020_05_16_11_00_04_GMT,Africa,595342,ESH
Anguilla,2020-05-15,3,NA,NA,NA,3,0,NA,200,NA,NA,NA,2020_05_16_11_00_04_GMT,North America,14986,AIA
Lesotho,2020-05-15,1,NA,NA,NA,NA,1,NA,0.5,NA,NA,NA,2020_05_16_11_00_04_GMT,Africa,2140096,LSO
Saint Pierre Miquelon,2020-05-15,1,NA,NA,NA,1,0,NA,173,NA,NA,NA,2020_05_16_11_00_04_GMT,North America,5797,SPM
China,2020-05-16,82941,8,4633,NA,78219,89,11,58,3,NA,NA,2020_05_17_11_00_05_GMT,Asia,1439323776,CHN
USA,2020-05-16,1507773,23488,90113,1218,339232,1078428,16248,4558,272,11949625,36127,2020_05_17_11_00_05_GMT,North America,330764077,USA
Spain,2020-05-16,276505,2138,27563,104,192253,56689,1208,5914,590,3037840,64977,2020_05_17_11_00_05_GMT,Europe,46752605,ESP
Russia,2020-05-16,272043,9200,2537,119,63166,206340,2300,1864,17,6656340,45614,2020_05_17_11_00_05_GMT,Europe,145926952,RUS
UK,2020-05-16,240161,3450,34466,468,NA,NA,1559,3540,508,2489563,36696,2020_05_17_11_00_05_GMT,Europe,67842296,GBR
Brazil,2020-05-16,233142,14919,15633,816,89672,127837,8318,1098,74,735224,3462,2020_05_17_11_00_05_GMT,South America,212372688,BRA
Italy,2020-05-16,224760,875,31763,153,122810,70187,775,3717,525,2944859,48698,2020_05_17_11_00_05_GMT,Europe,60472408,ITA
France,2020-05-16,179365,NA,27625,96,61066,90674,2132,2749,423,1384633,21218,2020_05_17_11_00_05_GMT,Europe,65256039,FRA
Germany,2020-05-16,176244,545,8027,26,152600,15617,1203,2104,96,3147771,37585,2020_05_17_11_00_05_GMT,Europe,83751395,DEU
Turkey,2020-05-16,148067,1610,4096,41,108137,35834,906,1758,49,1589625,18874,2020_05_17_11_00_05_GMT,Asia,84225118,TUR
Iran,2020-05-16,118392,1757,6937,35,93147,18308,2716,1412,83,672679,8022,2020_05_17_11_00_05_GMT,Asia,83856767,IRN
India,2020-05-16,90648,4864,2871,118,34224,53553,NA,66,2,2134277,1548,2020_05_17_11_00_05_GMT,Asia,1378307692,IND
Peru,2020-05-16,88541,4046,2523,131,28272,57746,840,2690,77,630482,19156,2020_05_17_11_00_05_GMT,South America,32913388,PER
Canada,2020-05-16,75864,1251,5679,117,37819,32366,502,2012,151,1265502,33567,2020_05_17_11_00_05_GMT,North America,37700962,CAN
Belgium,2020-05-16,54989,345,9005,46,14460,31524,364,4747,777,663755,57302,2020_05_17_11_00_05_GMT,Europe,11583464,BEL
Saudi Arabia,2020-05-16,52016,2840,302,10,23666,28048,166,1497,9,548023,15773,2020_05_17_11_00_05_GMT,Asia,34744365,SAU
Mexico,2020-05-16,45032,2437,4767,290,30451,9814,378,350,37,163691,1271,2020_05_17_11_00_05_GMT,North America,128762855,MEX
Netherlands,2020-05-16,43870,189,5670,27,NA,NA,346,2561,331,287943,16809,2020_05_17_11_00_05_GMT,Europe,17130286,NLD
Chile,2020-05-16,41428,1886,421,27,18014,22993,751,2169,22,350325,18346,2020_05_17_11_00_05_GMT,South America,19095791,CHL
Pakistan,2020-05-16,38799,1581,834,31,10880,27085,111,176,4,359264,1631,2020_05_17_11_00_05_GMT,Asia,220333311,PAK
Ecuador,2020-05-16,32763,1296,2688,94,3433,26642,197,1861,153,93344,5301,2020_05_17_11_00_05_GMT,South America,17608766,ECU
Qatar,2020-05-16,30972,1547,15,1,3788,27169,158,10774,5,152704,53118,2020_05_17_11_00_05_GMT,Asia,2874781,QAT
Switzerland,2020-05-16,30572,58,1879,1,27400,1293,69,3536,217,339364,39247,2020_05_17_11_00_05_GMT,Europe,8646793,CHE
Sweden,2020-05-16,29677,470,3674,28,4971,21032,278,2941,364,177500,17589,2020_05_17_11_00_05_GMT,Europe,10091512,SWE
Portugal,2020-05-16,28810,227,1203,13,3822,23785,115,2824,118,600061,58828,2020_05_17_11_00_05_GMT,Europe,10200225,PRT
Belarus,2020-05-16,28681,951,160,4,9498,19023,92,3035,17,335057,35457,2020_05_17_11_00_05_GMT,Europe,9449695,BLR
Singapore,2020-05-16,27356,465,22,1,8342,18992,16,4681,4,224262,38371,2020_05_17_11_00_05_GMT,Asia,5844637,SGP
Ireland,2020-05-16,24048,92,1533,15,19470,3045,69,4877,311,258808,52488,2020_05_17_11_00_05_GMT,Europe,4930848,IRL
UAE,2020-05-16,22627,796,214,4,7931,14482,1,2291,22,1560923,158063,2020_05_17_11_00_05_GMT,Asia,9875312,ARE
Bangladesh,2020-05-16,20995,930,314,16,4117,16564,1,128,2,167114,1016,2020_05_17_11_00_05_GMT,Asia,164484082,BGD
Poland,2020-05-16,18257,241,915,8,7175,10167,160,482,24,601394,15888,2020_05_17_11_00_05_GMT,Europe,37851553,POL
Ukraine,2020-05-16,17858,528,497,21,4906,12455,231,408,11,220638,5041,2020_05_17_11_00_05_GMT,Europe,43764414,UKR
Indonesia,2020-05-16,17025,529,1089,13,3911,12025,NA,62,4,182818,669,2020_05_17_11_00_05_GMT,Asia,273160748,IDN
Romania,2020-05-16,16704,267,1094,24,9574,6036,206,868,57,303734,15776,2020_05_17_11_00_05_GMT,Europe,19252618,ROU
Israel,2020-05-16,16607,18,268,2,12855,3484,59,1923,31,498711,57733,2020_05_17_11_00_05_GMT,Asia,8638177,ISR
Japan,2020-05-16,16237,34,725,12,10338,5174,232,128,6,240368,1900,2020_05_17_11_00_05_GMT,Asia,126522222,JPN
Austria,2020-05-16,16201,92,629,1,14524,1048,50,1800,70,357393,39710,2020_05_17_11_00_05_GMT,Europe,9000086,AUT
Colombia,2020-05-16,14939,723,562,16,3587,10790,136,294,11,190114,3741,2020_05_17_11_00_05_GMT,South America,50814825,COL
South Africa,2020-05-16,14355,831,261,14,6478,7616,119,242,4,439559,7423,2020_05_17_11_00_05_GMT,Africa,59214047,ZAF
Kuwait,2020-05-16,13802,942,107,11,3843,9852,169,3238,25,240716,56473,2020_05_17_11_00_05_GMT,Asia,4262502,KWT
Philippines,2020-05-16,12305,214,817,11,2561,8927,79,112,7,215060,1966,2020_05_17_11_00_05_GMT,Asia,109395919,PHL
Dominican Republic,2020-05-16,12110,371,428,4,3726,7956,127,1118,40,50108,4625,2020_05_17_11_00_05_GMT,North America,10834295,DOM
Egypt,2020-05-16,11719,491,612,20,2950,8157,41,115,6,135000,1322,2020_05_17_11_00_05_GMT,Africa,102083440,EGY
S. Korea,2020-05-16,11037,19,262,2,9851,924,55,215,5,741145,14457,2020_05_17_11_00_05_GMT,Asia,51263879,KOR
Denmark,2020-05-16,10858,67,543,6,9107,1208,28,1875,94,444562,76785,2020_05_17_11_00_05_GMT,Europe,5789720,DNK
Serbia,2020-05-16,10496,58,228,3,4479,5789,17,1201,26,174746,19990,2020_05_17_11_00_05_GMT,Europe,8741513,SRB
Panama,2020-05-16,9268,150,266,6,6080,2922,72,2152,62,47768,11093,2020_05_17_11_00_05_GMT,North America,4306053,PAN
Czechia,2020-05-16,8455,49,296,1,5422,2737,39,790,28,348849,32583,2020_05_17_11_00_05_GMT,Europe,10706582,CZE
Norway,2020-05-16,8237,18,232,NA,32,7973,20,1521,43,216350,39947,2020_05_17_11_00_05_GMT,Europe,5415986,NOR
Argentina,2020-05-16,7805,326,363,7,2534,4908,170,173,8,100362,2223,2020_05_17_11_00_05_GMT,South America,45144058,ARG
Australia,2020-05-16,7036,17,98,NA,6362,576,16,276,4,1015652,39888,2020_05_17_11_00_05_GMT,Australia/Oceania,25462599,AUS
Malaysia,2020-05-16,6872,17,113,1,5512,1247,13,213,3,434136,13435,2020_05_17_11_00_05_GMT,Asia,32313467,MYS
Algeria,2020-05-16,6821,192,542,6,3409,2870,22,156,12,6500,149,2020_05_17_11_00_05_GMT,Africa,43748441,DZA
Bahrain,2020-05-16,6747,164,12,NA,2753,3982,3,3984,7,228573,134983,2020_05_17_11_00_05_GMT,Asia,1693342,BHR
Morocco,2020-05-16,6741,89,192,2,3487,3062,1,183,5,85004,2306,2020_05_17_11_00_05_GMT,Africa,36855368,MAR
Afghanistan,2020-05-16,6402,349,168,15,745,5489,19,165,4,21967,566,2020_05_17_11_00_05_GMT,Asia,38812546,AFG
Finland,2020-05-16,6286,58,297,4,5000,989,30,1135,54,143900,25976,2020_05_17_11_00_05_GMT,Europe,5539682,FIN
Moldova,2020-05-16,5934,189,207,5,2344,3383,251,1471,51,20447,5067,2020_05_17_11_00_05_GMT,Europe,4035075,MDA
Kazakhstan,2020-05-16,5850,161,34,NA,2980,2836,31,312,2,505216,26947,2020_05_17_11_00_05_GMT,Asia,18748360,KAZ
Ghana,2020-05-16,5735,97,29,1,1754,3952,5,185,0.9,171642,5539,2020_05_17_11_00_05_GMT,Africa,30987872,GHA
Nigeria,2020-05-16,5621,176,176,5,1472,3973,7,27,0.9,32942,160,2020_05_17_11_00_05_GMT,Africa,205458157,NGA
Oman,2020-05-16,5029,404,21,1,1436,3572,31,988,4,61000,11986,2020_05_17_11_00_05_GMT,Asia,5089256,OMN
Armenia,2020-05-16,4283,239,55,3,1791,2437,10,1446,19,39005,13166,2020_05_17_11_00_05_GMT,Asia,2962574,ARM
Luxembourg,2020-05-16,3930,7,104,NA,3699,127,15,6291,166,60246,96445,2020_05_17_11_00_05_GMT,Europe,624669,LUX
Bolivia,2020-05-16,3577,205,164,12,434,2979,3,307,14,14803,1270,2020_05_17_11_00_05_GMT,South America,11652778,BOL
Hungary,2020-05-16,3473,56,448,6,1371,1654,45,359,46,131429,13601,2020_05_17_11_00_05_GMT,Europe,9663257,HUN
Iraq,2020-05-16,3260,67,121,4,2126,1013,NA,81,3,140573,3505,2020_05_17_11_00_05_GMT,Asia,40103316,IRQ
Azerbaijan,2020-05-16,3138,158,36,NA,1944,1158,37,310,4,226005,22315,2020_05_17_11_00_05_GMT,Asia,10127789,AZE
Cameroon,2020-05-16,3105,151,140,1,1567,1398,28,117,5,NA,NA,2020_05_17_11_00_05_GMT,Africa,26457691,CMR
Thailand,2020-05-16,3025,NA,56,NA,2855,114,61,43,0.8,286008,4099,2020_05_17_11_00_05_GMT,Asia,69778764,THA
Greece,2020-05-16,2819,9,162,2,1374,1283,23,270,16,126283,12109,2020_05_17_11_00_05_GMT,Europe,10429023,GRC
Uzbekistan,2020-05-16,2738,52,11,NA,2213,514,8,82,0.3,460000,13769,2020_05_17_11_00_05_GMT,Asia,33407309,UZB
Guinea,2020-05-16,2658,185,16,1,1133,1509,18,203,1,10304,787,2020_05_17_11_00_05_GMT,Africa,13084805,GIN
Honduras,2020-05-16,2460,142,134,1,264,2062,10,249,14,5653,572,2020_05_17_11_00_05_GMT,North America,9884383,HND
Senegal,2020-05-16,2429,119,25,NA,949,1455,6,146,1,24599,1474,2020_05_17_11_00_05_GMT,Africa,16684681,SEN
Sudan,2020-05-16,2289,325,97,6,222,1970,NA,52,2,NA,NA,2020_05_17_11_00_05_GMT,Africa,43713550,SDN
Bosnia and Herzegovina,2020-05-16,2267,31,129,1,1355,783,4,690,39,48528,14781,2020_05_17_11_00_05_GMT,Europe,3283197,BIH
Croatia,2020-05-16,2224,2,95,NA,1913,216,9,541,23,52425,12761,2020_05_17_11_00_05_GMT,Europe,4108218,HRV
Bulgaria,2020-05-16,2175,37,105,3,573,1497,45,313,15,64480,9272,2020_05_17_11_00_05_GMT,Europe,6954506,BGR
Ivory Coast,2020-05-16,2061,44,25,1,987,1049,NA,78,1,15260,580,2020_05_17_11_00_05_GMT,Africa,26291162,CIV
Cuba,2020-05-16,1862,22,79,NA,1460,323,7,164,7,79834,7048,2020_05_17_11_00_05_GMT,North America,11327442,CUB
Iceland,2020-05-16,1802,NA,10,NA,1786,6,NA,5285,29,56742,166413,2020_05_17_11_00_05_GMT,Europe,340970,ISL
Estonia,2020-05-16,1770,4,63,NA,934,773,5,1334,47,68840,51899,2020_05_17_11_00_05_GMT,Europe,1326428,EST
North Macedonia,2020-05-16,1762,22,98,1,1267,397,21,846,47,21010,10085,2020_05_17_11_00_05_GMT,Europe,2083384,MKD
Guatemala,2020-05-16,1643,125,30,1,135,1478,5,92,2,7200,403,2020_05_17_11_00_05_GMT,North America,17872544,GTM
Lithuania,2020-05-16,1534,11,55,1,988,491,17,563,20,224040,82169,2020_05_17_11_00_05_GMT,Europe,2726566,LTU
New Zealand,2020-05-16,1498,NA,21,NA,1428,49,NA,311,4,223937,46485,2020_05_17_11_00_05_GMT,Australia/Oceania,4817371,NZL
Slovakia,2020-05-16,1493,13,28,1,1151,314,3,273,5,139986,25642,2020_05_17_11_00_05_GMT,Europe,5459325,SVK
Slovenia,2020-05-16,1465,NA,103,NA,272,1090,6,705,50,68852,33119,2020_05_17_11_00_05_GMT,Europe,2078904,SVN
DRC,2020-05-16,1455,157,61,11,270,1124,NA,16,0.7,NA,NA,2020_05_17_11_00_05_GMT,Africa,89189398,COD
Somalia,2020-05-16,1357,73,55,2,148,1154,2,86,3,NA,NA,2020_05_17_11_00_05_GMT,Africa,15833288,SOM
Djibouti,2020-05-16,1331,22,4,NA,950,377,NA,1350,4,17106,17346,2020_05_17_11_00_05_GMT,Africa,986166,DJI
Tajikistan,2020-05-16,1322,204,36,3,NA,1286,NA,139,4,NA,NA,2020_05_17_11_00_05_GMT,Asia,9509357,TJK
Gabon,2020-05-16,1320,111,11,1,244,1065,11,595,5,7050,3177,2020_05_17_11_00_05_GMT,Africa,2218765,GAB
Mayotte,2020-05-16,1312,102,18,2,627,667,9,4825,66,5200,19122,2020_05_17_11_00_05_GMT,Africa,271940,MYT
El Salvador,2020-05-16,1265,55,26,3,441,798,18,195,4,53412,8240,2020_05_17_11_00_05_GMT,North America,6482197,SLV
Kyrgyzstan,2020-05-16,1117,6,14,NA,783,320,5,172,2,59490,9138,2020_05_17_11_00_05_GMT,Asia,6510341,KGZ
Maldives,2020-05-16,1078,47,4,NA,58,1016,9,1999,7,11775,21833,2020_05_17_11_00_05_GMT,Asia,539313,MDV
Hong Kong,2020-05-16,1053,NA,4,NA,1022,27,1,141,0.5,168291,22470,2020_05_17_11_00_05_GMT,Asia,7489431,HKG
Tunisia,2020-05-16,1037,2,45,NA,807,185,3,88,4,39778,3370,2020_05_17_11_00_05_GMT,Africa,11803112,TUN
Latvia,2020-05-16,997,27,19,NA,662,316,3,528,10,87377,46266,2020_05_17_11_00_05_GMT,Europe,1888577,LVA
Guinea-Bissau,2020-05-16,969,56,4,1,26,939,NA,494,2,1500,765,2020_05_17_11_00_05_GMT,Africa,1961828,GNB
Sri Lanka,2020-05-16,957,22,9,NA,520,428,1,45,0.4,42056,1965,2020_05_17_11_00_05_GMT,Asia,21402294,LKA
Albania,2020-05-16,933,17,31,NA,714,188,1,324,11,11764,4087,2020_05_17_11_00_05_GMT,Europe,2878172,ALB
Cyprus,2020-05-16,914,4,17,NA,515,382,10,758,14,85301,70715,2020_05_17_11_00_05_GMT,Asia,1206272,CYP
Lebanon,2020-05-16,902,11,26,NA,247,629,4,132,4,59588,8726,2020_05_17_11_00_05_GMT,Asia,6829035,LBN
Niger,2020-05-16,889,4,51,NA,689,149,NA,37,2,5816,241,2020_05_17_11_00_05_GMT,Africa,24083917,NER
